battery_power,px_height,px_width,ram,price_range,C1_pred,C2_prob,Ano,Mes,Mes_Numero,satisfacao,pontuacao,pontuacao_geral,indice_qualidade_preco,legenda_price_range,legenda_satisfacao
1656,506,519,1499,1,1,0,2020,Agosto,8,1,1878.3500000000001,1,1,baixo,pouco
1330,1290,1441,1733,1,1,36,2023,Abril,4,3,2340.15,1,2,baixo,alta
1986,251,599,3476,2,2,99,2022,Janeiro,1,2,3731.7400000000002,2,2,alto,media
1940,112,858,2297,2,2,99,2020,Junho,6,1,2663.9000000000005,1,1,alto,pouco
1286,18,662,424,1,1,0,2020,Maio,5,3,763.26,1,2,baixo,alta
1851,174,1175,2678,2,2,99,2022,Setembro,9,1,3068.28,2,2,alto,pouco
1994,447,1435,3622,2,2,99,2021,Julho,7,2,4059.7400000000002,2,2,alto,media
1361,881,1382,2495,2,2,99,2023,Abril,4,3,2966.34,1,2,alto,alta
840,1482,1591,2072,2,2,95,2019,Junho,6,3,2620.07,1,2,alto,alta
1314,113,577,626,1,1,0,2022,Julho,7,2,954.4200000000001,1,1,baixo,media
1067,965,1009,966,1,1,0,2022,Dezembro,12,3,1447.21,1,2,baixo,alta
707,495,574,3838,2,2,99,2022,Abril,4,2,3858.5,2,2,alto,media
774,1480,1731,2944,2,2,99,2022,Outubro,10,3,3436.0299999999997,2,2,alto,alta
936,1330,1686,2391,2,2,99,2023,Maio,5,1,2924.0000000000005,1,1,alto,pouco
877,457,652,3260,2,2,99,2023,Setembro,9,2,3367.4,2,2,alto,media
1482,634,642,2971,2,2,99,2020,Junho,6,3,3244.6600000000003,2,2,alto,alta
977,63,566,1206,1,1,0,2021,Outubro,10,3,1413.4,1,2,baixo,alta
1347,434,967,2484,2,2,99,2021,Maio,5,2,2798.7200000000003,1,2,alto,media
1269,1597,1920,665,1,1,0,2022,Outubro,10,1,1489.2000000000003,1,1,baixo,pouco
1330,194,892,2678,2,2,99,2019,Junho,6,1,2918.92,1,1,alto,pouco
1783,1081,1979,387,1,1,0,2022,Fevereiro,2,1,1254.59,1,1,baixo,pouco
1725,609,1307,3429,2,2,99,2021,Julho,7,1,3834.2900000000004,2,2,alto,pouco
1193,1442,1904,1958,2,2,99,2021,Agosto,8,2,2634.9300000000003,1,2,alto,media
1375,596,679,3847,2,2,99,2021,Setembro,9,3,4030.82,2,2,alto,alta
1624,689,699,2473,2,2,99,2022,Junho,6,1,2833.6600000000003,1,1,alto,pouco
1329,1053,1458,1228,1,1,0,2021,Abril,4,1,1838.3,1,1,baixo,pouco
1660,223,1777,2402,2,2,99,2020,Novembro,11,1,2900.78,1,1,alto,pouco
1204,480,1482,1724,1,1,0,2020,Agosto,8,3,2178.0200000000004,1,2,baixo,alta
1405,284,1036,2376,2,2,97,2023,Fevereiro,2,3,2697.9900000000002,1,2,alto,alta
794,1222,1890,668,1,1,0,2023,Fevereiro,2,3,1332.2600000000002,1,2,baixo,alta
1072,380,877,2715,2,2,99,2020,Outubro,10,3,2932.71,1,2,alto,alta
1654,546,629,3112,2,2,99,2021,Outubro,10,2,3389.63,2,2,alto,media
520,264,519,2753,1,1,1,2022,Novembro,11,2,2775.05,1,1,baixo,media
1719,417,520,2610,2,2,99,2020,Julho,7,2,2897.5000000000005,1,2,alto,media
1975,80,655,2998,2,2,99,2020,Novembro,11,3,3271.4600000000005,2,2,alto,alta
569,389,739,2811,1,2,59,2019,Abril,4,1,2900.77,1,1,baixo,pouco
664,754,1497,2042,1,1,0,2020,Maio,5,3,2417.41,1,2,baixo,alta
1224,747,826,506,1,1,0,2020,Julho,7,3,982.01,1,2,baixo,alta
967,243,1642,3076,2,2,99,2019,Outubro,10,3,3366.94,2,2,alto,alta
539,958,967,1326,1,1,0,2021,Maio,5,2,1668.92,1,1,baixo,media
1589,776,1397,3430,2,2,99,2019,Outubro,10,3,3854.8600000000006,2,2,alto,alta
665,496,1804,690,1,1,0,2023,Fevereiro,2,3,1188.23,1,2,baixo,alta
1456,823,1104,1587,1,1,0,2019,Julho,7,1,2086.35,1,1,baixo,pouco
1770,1098,1373,3785,2,2,99,2023,Março,3,3,4266.030000000001,2,2,alto,alta
1659,819,902,3255,2,2,99,2022,Março,3,3,3620.42,2,2,alto,alta
674,750,772,589,1,1,0,2022,Maio,5,3,944.12,1,2,baixo,alta
1780,1331,1463,2776,2,2,99,2019,Dezembro,12,3,3396.36,2,2,alto,alta
1799,632,1383,720,1,1,0,2019,Outubro,10,2,1374.42,1,1,baixo,media
799,361,975,431,1,1,0,2020,Abril,4,3,794.95,1,2,baixo,alta
1112,777,1119,3302,2,2,99,2021,Outubro,10,3,3593.82,2,2,alto,alta
1413,1323,1481,515,1,1,0,2019,Julho,7,1,1248.57,1,1,baixo,pouco
1242,315,1796,318,1,1,0,2020,Maio,5,2,923.3299999999999,1,1,baixo,media
1162,56,997,1652,1,1,0,2023,Maio,5,1,1939.5700000000002,1,1,baixo,pouco
1413,314,1606,2867,2,2,99,2021,Fevereiro,2,1,3264.63,2,2,alto,pouco
1793,655,1459,2803,2,2,99,2022,Janeiro,1,2,3307.9900000000002,2,2,alto,media
1670,1706,1886,876,1,1,0,2022,Fevereiro,2,2,1771.5800000000002,1,1,baixo,media
1093,238,807,1869,1,1,0,2023,Setembro,9,2,2120.94,1,1,baixo,media
1366,402,964,3501,2,2,99,2023,Junho,6,3,3731.96,2,2,alto,alta
912,995,1310,851,1,1,0,2019,Outubro,10,2,1374.25,1,1,baixo,media
703,218,1065,1472,1,1,0,2020,Novembro,11,3,1727.22,1,2,baixo,alta
1567,190,1326,3991,2,2,99,2019,Janeiro,1,2,4253.6900000000005,2,2,alto,media
1397,1308,1991,3137,2,2,99,2019,Maio,5,1,3752.12,2,2,alto,pouco
569,351,1159,2351,1,1,0,2022,Fevereiro,2,1,2550.91,1,1,baixo,pouco
1753,387,1595,1445,1,1,0,2020,Agosto,8,1,2031.3100000000002,1,1,baixo,pouco
1104,653,1413,1229,1,1,0,2019,Dezembro,12,3,1719.92,1,2,baixo,alta
854,518,1152,2889,2,2,99,2020,Janeiro,1,2,3127.08,2,2,alto,media
1991,298,1037,1861,1,2,57,2021,Agosto,8,2,2338.1000000000004,1,1,baixo,media
718,1185,1387,1824,1,1,0,2023,Setembro,9,1,2279.4800000000005,1,1,baixo,pouco
863,717,1799,520,1,1,0,2021,Dezembro,12,2,1106.0700000000002,1,1,baixo,media
531,158,1657,2331,1,1,0,2020,Junho,6,1,2587.1,1,1,baixo,pouco
682,902,1064,2337,1,1,11,2019,Março,3,1,2635.12,1,1,baixo,pouco
1707,1331,1388,1774,2,2,99,2022,Novembro,11,1,2446.4,1,1,alto,pouco
1439,626,932,1790,1,1,0,2022,Dezembro,12,3,2203.71,1,2,baixo,alta
832,343,1431,1666,1,1,0,2022,Maio,5,2,2021.0,1,1,baixo,media
1372,687,937,725,1,1,0,2021,Maio,5,3,1222.5,1,2,baixo,alta
1018,992,1433,3143,2,2,99,2020,Novembro,11,1,3525.89,2,2,alto,pouco
769,1385,1780,941,1,1,0,2019,Setembro,9,3,1585.48,1,2,baixo,alta
1811,1099,1553,2610,2,2,99,2020,Dezembro,12,3,3227.1900000000005,2,2,alto,alta
1836,168,1068,2469,2,2,99,2020,Novembro,11,2,2851.8,1,2,alto,media
956,511,1075,3286,2,2,99,2021,Maio,5,3,3495.88,2,2,alto,alta
1127,928,1049,2048,1,1,8,2022,Dezembro,12,3,2455.36,1,2,baixo,alta
1723,384,1361,1213,1,1,0,2022,Novembro,11,3,1767.2,1,2,baixo,alta
648,819,1997,2991,2,2,99,2023,Abril,4,2,3393.5,2,2,alto,media
1281,590,954,1851,1,1,0,2023,Abril,4,3,2227.87,1,2,baixo,alta
894,104,541,2829,2,2,79,2020,Março,3,2,2893.01,1,2,alto,media
582,1043,1702,2977,2,2,99,2019,Setembro,9,1,3350.11,2,2,alto,pouco
1430,1132,1182,2832,2,2,99,2019,Novembro,11,1,3294.16,2,2,alto,pouco
1702,1284,1643,595,1,1,0,2023,Maio,5,2,1401.23,1,1,baixo,media
1766,125,1227,3314,2,2,99,2022,Novembro,11,3,3638.8,2,2,alto,alta
1663,951,1545,1336,1,1,0,2022,Janeiro,1,2,2000.3100000000002,1,1,baixo,media
833,359,1395,2150,1,1,0,2023,Fevereiro,2,1,2462.35,1,1,baixo,pouco
835,323,1604,1181,1,1,0,2023,Março,3,2,1604.84,1,1,baixo,media
1970,1399,1684,1658,2,2,99,2023,Fevereiro,2,2,2457.45,1,2,alto,media
783,458,1263,1185,1,1,0,2023,Novembro,11,2,1556.8000000000002,1,1,baixo,media
1777,511,616,3868,2,2,99,2023,Fevereiro,2,1,4100.1,2,2,alto,pouco
1043,887,893,1183,1,1,0,2023,Outubro,10,2,1606.9900000000002,1,1,baixo,media
687,584,1151,3416,2,2,99,2021,Novembro,11,3,3591.2200000000003,2,2,alto,alta
1796,667,798,1642,1,1,0,2019,Abril,4,2,2116.8900000000003,1,1,baixo,media
1949,839,1136,2478,2,2,99,2020,Julho,7,1,3008.5400000000004,2,2,alto,pouco
1800,400,823,3481,2,2,99,2019,Junho,6,2,3768.89,2,2,alto,media
561,426,865,2974,2,2,99,2020,Janeiro,1,1,3079.44,2,2,alto,pouco
1992,1552,1596,606,1,1,0,2021,Julho,7,1,1503.08,1,1,baixo,pouco
648,1153,1817,3124,2,2,99,2019,Julho,7,2,3538.44,2,2,alto,media
623,144,672,3657,2,2,99,2019,Outubro,10,3,3634.9700000000003,2,2,alto,alta
1575,492,818,2182,2,2,81,2022,Novembro,11,1,2545.75,1,1,alto,pouco
1490,1417,1464,3600,2,2,99,2020,Setembro,9,1,4114.15,2,2,alto,pouco
761,1325,1945,2248,2,2,99,2022,Maio,5,2,2807.55,1,2,alto,media
1974,250,545,861,1,1,0,2020,Outubro,10,2,1313.23,1,1,baixo,media
1610,1236,1280,941,1,1,0,2020,Julho,7,2,1624.94,1,1,baixo,media
843,981,1096,3673,2,2,99,2019,Fevereiro,2,2,3914.34,2,2,alto,media
881,115,636,2110,1,1,0,2021,Dezembro,12,2,2248.98,1,1,baixo,media
642,331,1011,3355,2,2,99,2023,Fevereiro,2,3,3456.94,2,2,alto,alta
1450,707,1882,575,1,1,0,2022,Novembro,11,3,1282.27,1,2,baixo,alta
860,335,1463,1870,1,1,0,2023,Janeiro,1,3,2218.7200000000003,1,2,baixo,alta
1299,46,908,1938,1,1,0,2021,Fevereiro,2,2,2210.11,1,1,baixo,media
516,855,1401,819,1,1,0,2022,Dezembro,12,3,1263.06,1,2,baixo,alta
1686,397,1453,2958,2,2,99,2021,Janeiro,1,2,3385.26,2,2,alto,media
1332,758,1165,1285,1,1,0,2022,Dezembro,12,2,1785.4900000000002,1,1,baixo,media
842,348,730,1903,1,1,0,2022,Julho,7,1,2108.6,1,1,baixo,pouco
1507,682,888,1486,1,1,0,2019,Dezembro,12,1,1938.1100000000001,1,1,baixo,pouco
1741,730,1895,3387,2,2,99,2019,Janeiro,1,3,3930.98,2,2,alto,alta
823,630,888,294,1,1,0,2022,Janeiro,1,1,702.6700000000001,1,1,baixo,pouco
1171,248,755,263,1,1,0,2021,Setembro,9,2,650.0600000000001,1,1,baixo,media
1082,398,724,2177,1,1,0,2022,Dezembro,12,3,2413.6400000000003,1,2,baixo,alta
816,149,558,1018,1,1,0,2019,Dezembro,12,3,1222.95,1,2,baixo,alta
1569,371,665,3905,2,2,99,2023,Fevereiro,2,1,4080.1300000000006,2,2,alto,pouco
1809,433,1661,2784,2,2,99,2022,Outubro,10,3,3294.1900000000005,2,2,alto,alta
1949,518,592,1125,1,1,0,2023,Setembro,9,2,1605.85,1,1,baixo,media
730,1096,1155,2812,2,2,99,2020,Julho,7,2,3131.51,2,2,alto,media
1336,55,583,1869,1,1,0,2020,Setembro,9,1,2093.44,1,1,baixo,pouco
912,165,1723,3573,2,2,99,2019,Maio,5,3,3815.8600000000006,2,2,alto,alta
1760,1382,1383,2053,2,2,99,2023,Março,3,2,2720.87,1,2,alto,media
688,376,1957,1382,1,1,0,2021,Março,3,1,1837.91,1,1,baixo,pouco
1875,1802,1942,2712,2,2,99,2023,Dezembro,12,1,3526.61,2,2,alto,pouco
1296,811,1272,490,1,1,0,2022,Janeiro,1,1,1076.59,1,1,baixo,pouco
1965,915,1965,2032,2,2,99,2023,Julho,7,2,2771.69,1,2,alto,media
1977,1226,1242,1971,2,2,99,2022,Setembro,9,3,2633.3500000000004,1,2,alto,alta
571,31,1536,555,1,1,0,2021,Maio,5,3,916.2,1,2,baixo,alta
1454,250,1033,3419,2,2,99,2019,Julho,7,3,3660.51,2,2,alto,alta
550,486,1930,302,1,1,0,2020,Janeiro,1,1,831.66,1,1,baixo,pouco
767,271,1000,2445,1,1,2,2019,Janeiro,1,1,2631.2,1,1,baixo,pouco
1379,387,671,3912,2,2,99,2023,Novembro,11,3,4054.33,2,2,alto,alta
1320,103,1583,2893,2,2,99,2023,Abril,4,2,3230.64,2,2,alto,media
1337,48,644,2180,1,1,0,2023,Fevereiro,2,1,2390.15,1,1,baixo,pouco
1009,912,1043,1716,1,1,0,2021,Abril,4,1,2123.6400000000003,1,1,baixo,pouco
1590,920,963,1701,1,1,1,2023,Novembro,11,1,2206.3900000000003,1,1,baixo,pouco
622,98,511,3916,2,2,99,2021,Fevereiro,2,1,3834.65,2,2,alto,pouco
600,501,1465,3393,2,2,99,2019,Janeiro,1,3,3599.08,2,2,alto,alta
899,641,1638,2870,2,2,99,2023,Março,3,1,3231.4,2,2,alto,pouco
538,455,537,2215,1,1,0,2021,Fevereiro,2,1,2319.4,1,1,baixo,pouco
1138,111,1138,3475,2,2,99,2023,Dezembro,12,3,3648.31,2,2,alto,alta
1597,880,1145,2130,2,2,99,2023,Julho,7,1,2630.1800000000003,1,1,alto,pouco
1778,1445,1954,1214,1,1,36,2021,Junho,6,3,2071.61,1,2,baixo,alta
869,478,539,3864,2,2,99,2019,Novembro,11,2,3903.66,2,2,alto,media
1303,229,1604,2574,2,2,99,2022,Março,3,2,2959.34,1,2,alto,media
514,1083,1492,980,1,1,0,2022,Novembro,11,2,1466.85,1,1,baixo,media
1524,154,550,2678,2,2,99,2023,Fevereiro,2,3,2884.0,1,2,alto,alta
616,651,1618,3366,2,2,99,2023,Janeiro,1,2,3631.8500000000004,2,2,alto,media
1229,120,1878,1667,1,1,0,2021,Março,3,2,2144.37,1,1,baixo,media
638,1171,1383,2735,2,2,99,2020,Dezembro,12,2,3099.26,2,2,alto,media
772,1314,1854,2819,2,2,99,2022,Março,3,1,3315.8,2,2,alto,pouco
651,548,858,2244,1,1,0,2019,Setembro,9,1,2444.35,1,1,baixo,pouco
645,278,584,3615,2,2,99,2023,Novembro,11,3,3606.57,2,2,alto,alta
950,86,1681,1305,1,1,0,2021,Agosto,8,1,1715.1100000000001,1,1,baixo,pouco
1109,1391,1787,1524,1,1,1,2021,Outubro,10,1,2188.79,1,1,baixo,pouco
942,754,1532,587,1,1,0,2020,Maio,5,2,1138.2800000000002,1,1,baixo,media
1359,1692,1902,3142,2,2,99,2023,Janeiro,1,3,3797.8700000000003,2,2,alto,alta
1627,52,1082,3206,2,2,99,2023,Maio,5,2,3473.0699999999997,2,2,alto,media
1266,1365,1698,1687,2,2,57,2022,Novembro,11,2,2347.25,1,2,alto,media
541,1836,1873,1019,1,1,0,2020,Maio,5,2,1708.26,1,1,baixo,media
1747,800,873,3105,2,2,99,2021,Outubro,10,3,3490.3999999999996,2,2,alto,alta
852,538,730,1275,1,1,0,2019,Julho,7,2,1565.04,1,1,baixo,media
1417,364,1029,2129,1,1,25,2020,Outubro,10,3,2485.3,1,2,baixo,alta
691,951,962,424,1,1,0,2020,Novembro,11,2,865.82,1,1,baixo,media
864,1362,1378,3964,2,2,99,2019,Maio,5,1,4304.4,2,2,alto,pouco
840,987,1081,3486,2,2,99,2022,Março,3,2,3739.9000000000005,2,2,alto,media
1249,605,1193,531,1,1,0,2022,Fevereiro,2,2,1055.3500000000001,1,1,baixo,media
1368,698,829,2496,2,2,99,2020,Agosto,8,2,2832.4100000000003,1,2,alto,media
1842,783,1227,3721,2,2,99,2022,Novembro,11,2,4139.54,2,2,alto,media
1876,600,1211,3132,2,2,99,2021,Agosto,8,3,3569.9700000000003,2,2,alto,alta
605,329,656,2301,1,1,0,2023,Fevereiro,2,3,2412.44,1,2,baixo,alta
1375,227,772,1947,1,1,0,2022,Janeiro,1,1,2237.76,1,1,baixo,pouco
1181,385,831,2020,1,1,0,2020,Fevereiro,2,1,2306.13,1,1,baixo,pouco
770,603,1483,3473,2,2,99,2020,Outubro,10,1,3725.7400000000002,2,2,alto,pouco
1522,952,1191,1368,1,1,0,2023,Maio,5,1,1935.87,1,1,baixo,pouco
1698,363,994,796,1,1,0,2022,Junho,6,2,1305.5100000000002,1,1,baixo,media
987,887,1274,3885,2,2,99,2021,Outubro,10,2,4154.58,2,2,alto,media
1422,1,926,509,1,1,0,2022,Janeiro,1,3,914.57,1,2,baixo,alta
713,123,1477,1462,1,1,0,2021,Fevereiro,2,1,1782.05,1,1,baixo,pouco
1853,985,1005,1973,2,2,99,2023,Fevereiro,2,1,2525.63,1,1,alto,pouco
1083,925,1469,681,1,1,0,2023,Janeiro,1,1,1268.65,1,1,baixo,pouco
1749,470,775,2195,2,2,96,2023,Junho,6,3,2578.86,1,2,alto,alta
576,847,893,2800,2,2,99,2023,Janeiro,1,2,2999.1,1,2,alto,media
867,289,724,2157,1,1,0,2022,Março,3,3,2335.86,1,2,baixo,alta
843,140,800,2341,1,1,0,2021,Junho,6,3,2489.6900000000005,1,2,baixo,alta
1349,648,1019,2462,2,2,99,2019,Julho,7,2,2825.12,1,2,alto,media
1319,85,1152,2227,1,1,20,2020,Junho,6,2,2532.78,1,1,baixo,media
1310,449,889,1175,1,1,0,2022,Fevereiro,2,1,1575.1399999999999,1,1,baixo,pouco
1786,74,865,3033,2,2,99,2023,Março,3,1,3306.63,2,2,alto,pouco
1597,64,1667,934,1,1,0,2022,Novembro,11,1,1490.3200000000002,1,1,baixo,pouco
1358,1565,1858,3068,2,2,99,2020,Setembro,9,1,3699.6499999999996,2,2,alto,pouco
772,317,1805,2782,2,2,99,2022,Junho,6,3,3102.96,2,2,alto,alta
1788,149,1022,2321,2,2,99,2023,Junho,6,1,2694.55,1,1,alto,pouco
1614,860,1330,3914,2,2,99,2022,Julho,7,3,4306.4400000000005,2,2,alto,alta
1220,403,1933,2589,2,2,99,2020,Julho,7,1,3049.46,2,2,alto,pouco
1039,62,544,3212,2,2,99,2022,Dezembro,12,2,3266.35,2,2,alto,media
1021,901,1793,1355,1,1,0,2019,Junho,6,3,1934.4300000000003,1,2,baixo,alta
1901,3,1662,368,1,1,0,2022,Fevereiro,2,3,1016.04,1,2,baixo,alta
915,532,1448,905,1,1,0,2023,Fevereiro,2,3,1372.0100000000002,1,2,baixo,alta
1782,867,999,2405,2,2,99,2020,Abril,4,2,2888.38,1,2,alto,media
1175,90,557,2240,1,1,0,2019,Agosto,8,2,2405.1800000000003,1,1,baixo,media
1004,62,581,1012,1,1,0,2021,Abril,4,3,1242.73,1,2,baixo,alta
1219,1419,1698,1998,2,2,99,2020,Novembro,11,1,2633.62,1,1,alto,pouco
1640,664,1806,3235,2,2,99,2022,Março,3,2,3743.82,2,2,alto,media
1373,1220,1348,2752,2,2,99,2020,Julho,7,2,3256.23,2,2,alto,media
637,1080,1289,2725,2,2,99,2021,Outubro,10,3,3056.54,2,2,alto,alta
1835,385,583,448,1,1,0,2020,Abril,4,2,937.03,1,1,baixo,media
1504,395,1853,1788,1,1,40,2021,Maio,5,2,2349.94,1,1,baixo,media
595,441,810,3752,2,2,99,2022,Maio,5,3,3793.76,2,2,alto,alta
1114,1040,1071,907,1,1,0,2019,Fevereiro,2,1,1426.39,1,1,baixo,pouco
717,217,1106,688,1,1,0,2019,Novembro,11,2,1016.22,1,1,baixo,media
1048,966,1975,1458,1,1,0,2019,Abril,4,2,2079.9500000000003,1,1,baixo,media
1221,1895,1976,2438,2,2,99,2020,Junho,6,3,3172.54,2,2,alto,alta
979,793,1670,3449,2,2,99,2022,Novembro,11,1,3811.2,2,2,alto,pouco
1590,1464,1595,1201,1,1,0,2019,Novembro,11,3,1958.95,1,2,baixo,alta
807,245,829,2319,1,1,0,2023,Janeiro,1,1,2485.9700000000003,1,1,baixo,pouco
752,164,728,3860,2,2,99,2023,Janeiro,1,3,3860.28,2,2,alto,alta
1578,342,670,3483,2,2,99,2023,Janeiro,1,2,3689.62,2,2,alto,media
1057,416,1055,3705,2,2,99,2021,Maio,5,3,3880.6000000000004,2,2,alto,alta
1236,492,1403,942,1,1,0,2020,Maio,5,1,1451.69,1,1,baixo,pouco
1554,319,1367,509,1,1,0,2019,Março,3,1,1077.5,1,1,baixo,pouco
1989,1100,1497,1665,2,2,99,2021,Agosto,8,2,2381.1400000000003,1,2,alto,media
1576,410,1551,1379,1,1,0,2021,Março,3,3,1932.51,1,2,baixo,alta
1511,1455,1982,3746,2,2,99,2022,Abril,4,2,4357.34,2,2,alto,media
1154,251,1801,587,1,1,0,2022,Janeiro,1,1,1144.16,1,1,baixo,pouco
904,56,760,1846,1,1,0,2019,Outubro,10,3,2024.0000000000002,1,2,baixo,alta
1194,494,509,313,1,1,0,2022,Outubro,10,1,695.5100000000001,1,1,baixo,pouco
565,543,703,2156,1,1,0,2021,Setembro,9,3,2316.75,1,2,baixo,alta
710,485,857,1419,1,1,0,2023,Setembro,9,2,1685.66,1,1,baixo,media
1831,1693,1790,1133,1,1,24,2021,Agosto,8,1,2018.1600000000003,1,1,baixo,pouco
645,741,1130,714,1,1,0,2022,Setembro,9,1,1120.1,1,1,baixo,pouco
539,551,599,3597,2,2,99,2019,Setembro,9,2,3619.13,2,2,alto,media
1852,580,1163,3970,2,2,99,2020,Abril,4,2,4323.85,2,2,alto,media
664,701,1478,3629,2,2,99,2020,Abril,4,2,3864.8300000000004,2,2,alto,media
1220,383,1249,1037,1,1,0,2021,Agosto,8,1,1488.2600000000002,1,1,baixo,pouco
594,407,528,708,1,1,0,2023,Novembro,11,3,933.73,1,2,baixo,alta
1897,630,738,412,1,1,0,2020,Maio,5,1,986.79,1,1,baixo,pouco
1571,713,1398,666,1,1,0,2021,Julho,7,3,1298.04,1,2,baixo,alta
1348,468,741,2554,2,2,99,2020,Agosto,8,1,2826.1500000000005,1,1,alto,pouco
1424,181,1199,2658,2,2,99,2021,Novembro,11,3,2974.5,1,2,alto,alta
1281,1285,1617,1129,1,1,0,2020,Setembro,9,3,1807.75,1,2,baixo,alta
1002,115,1111,1295,1,1,0,2022,Dezembro,12,3,1612.42,1,2,baixo,alta
1860,1362,1506,3918,2,2,99,2023,Novembro,11,2,4475.64,2,2,alto,media
1433,420,784,2132,1,1,8,2019,Novembro,11,3,2454.07,1,2,baixo,alta
915,875,1316,378,1,1,0,2022,Outubro,10,1,920.4,1,1,baixo,pouco
1830,773,1353,1905,2,2,99,2021,Julho,7,3,2488.78,1,2,alto,alta
506,875,1025,2965,2,2,99,2022,Agosto,8,1,3167.44,2,2,alto,pouco
965,297,653,3227,2,2,99,2022,Agosto,8,3,3326.75,2,2,alto,alta
1030,503,551,2800,2,2,99,2023,Novembro,11,1,2961.9,1,1,alto,pouco
1232,625,761,1656,1,1,0,2019,Setembro,9,1,2008.44,1,1,baixo,pouco
727,813,1377,1891,1,1,0,2019,Maio,5,2,2277.69,1,1,baixo,media
826,1077,1183,1907,1,1,0,2022,Novembro,11,1,2319.24,1,1,baixo,pouco
1854,665,718,1675,1,1,0,2022,Fevereiro,2,2,2142.73,1,1,baixo,media
1578,411,1226,2458,2,2,99,2021,Maio,5,2,2863.9900000000002,1,2,alto,media
814,1092,1406,1944,1,1,0,2019,Janeiro,1,1,2395.92,1,1,baixo,pouco
576,757,1518,1519,1,1,0,2023,Janeiro,1,3,1924.03,1,2,baixo,alta
721,655,1255,3606,2,2,99,2019,Outubro,10,3,3804.31,2,2,alto,alta
1591,1384,1883,3703,2,2,99,2019,Setembro,9,1,4302.1,2,2,alto,pouco
930,1050,1726,2131,2,2,96,2020,Fevereiro,2,2,2643.66,1,2,alto,media
581,523,565,354,1,1,0,2022,Outubro,10,3,632.3299999999999,1,2,baixo,alta
936,150,1677,3761,2,2,99,2021,Dezembro,12,3,3982.09,2,2,alto,alta
1557,1107,1442,2690,2,2,99,2020,Maio,5,2,3232.8,2,2,alto,media
537,1041,1430,2029,1,1,0,2020,Agosto,8,3,2417.38,1,2,baixo,alta
1544,236,857,1300,1,1,0,2023,Março,3,3,1692.31,1,2,baixo,alta
1285,1791,1896,3966,2,2,99,2019,Maio,5,3,4557.58,2,2,alto,alta
1042,727,1705,3215,2,2,99,2020,Junho,6,3,3603.32,2,2,alto,alta
769,248,874,3946,2,2,99,2022,Março,3,3,3984.65,2,2,alto,alta
954,228,1058,438,1,1,0,2020,Abril,4,1,824.0,1,1,baixo,pouco
989,256,1394,3892,2,2,99,2023,Fevereiro,2,2,4076.9300000000003,2,2,alto,media
618,591,724,1424,1,1,0,2019,Fevereiro,2,1,1665.5300000000002,1,1,baixo,pouco
1590,1058,1109,2836,2,2,99,2019,Junho,6,1,3301.79,2,2,alto,pouco
1600,1315,1710,2073,2,2,99,2021,Março,3,2,2759.61,1,2,alto,media
1783,910,1566,1816,2,2,99,2023,Outubro,10,1,2461.73,1,1,alto,pouco
681,371,1702,2548,2,2,97,2023,Dezembro,12,1,2860.0000000000005,1,1,alto,pouco
733,445,1409,1403,1,1,0,2020,Maio,5,3,1773.3899999999999,1,2,baixo,alta
894,286,1300,3377,2,2,99,2022,Agosto,8,2,3572.32,2,2,alto,media
1260,165,736,2710,2,2,99,2021,Fevereiro,2,3,2900.4900000000002,1,2,alto,alta
1712,747,1126,3652,2,2,99,2022,Maio,5,3,4026.05,2,2,alto,alta
962,546,1424,3438,2,2,99,2021,Maio,5,3,3709.12,2,2,alto,alta
827,448,821,1663,1,1,0,2023,Julho,7,1,1919.24,1,1,baixo,pouco
1146,73,583,291,1,1,0,2023,Setembro,9,3,608.6400000000001,1,2,baixo,alta
965,645,1275,2343,2,2,85,2020,Março,3,1,2690.81,1,1,alto,pouco
1154,1003,1827,3262,2,2,99,2022,Maio,5,1,3737.94,2,2,alto,pouco
1829,291,563,1475,1,1,0,2022,Setembro,9,3,1860.95,1,2,baixo,alta
1197,649,1629,1797,1,1,1,2021,Maio,5,3,2300.51,1,2,baixo,alta
853,674,740,3701,2,2,99,2022,Maio,5,3,3822.17,2,2,alto,alta
1967,518,1374,1567,1,1,10,2020,Maio,5,2,2164.4900000000002,1,1,baixo,media
1081,284,519,325,1,1,0,2021,Junho,6,3,651.28,1,2,baixo,alta
507,17,1084,2124,1,1,0,2022,Junho,6,2,2259.26,1,1,baixo,media
925,1262,1520,2466,2,2,99,2023,Fevereiro,2,3,2947.8100000000004,1,2,alto,alta
1139,742,999,1850,1,1,0,2020,Julho,7,1,2234.36,1,1,baixo,pouco
843,593,732,1734,1,1,0,2019,Maio,5,2,1995.3400000000001,1,1,baixo,media
1775,1633,1869,2343,2,2,99,2021,Fevereiro,2,2,3125.5299999999997,2,2,alto,media
1130,593,1327,432,1,1,0,2021,Setembro,9,2,965.0799999999999,1,1,baixo,media
1983,349,676,2775,2,2,99,2021,Outubro,10,2,3117.54,2,2,alto,media
570,1331,1917,3663,2,2,99,2019,Março,3,2,4068.76,2,2,alto,media
627,211,507,896,1,1,0,2019,Abril,4,2,1075.65,1,1,baixo,media
808,526,1324,3431,2,2,99,2023,Novembro,11,2,3651.02,2,2,alto,media
1973,127,507,1724,1,1,0,2020,Março,3,3,2078.87,1,2,baixo,alta
1071,1328,1970,3393,2,2,99,2023,Maio,5,1,3925.1099999999997,2,2,alto,pouco
